,TTBK2,INSR,NOP56,control,RRAS2,JPH3,GLIS3,CDC42EP3,RUNX1T1,IGF1R,ARID1B,BCL2L1,CASP3,P4HB,TUSC1,GBX2,CH25H,TSEN15,HDAC9,NR2F2,PRNP,PRRC2C,NUAK1,HMGA2,PCDHA3,KSR2,EFNA5,MEGF6,YAP1,GABRG3,PPP2R2B,SHC1,FRMD4A,HNRNPA2B1,GSX2,CCDC85C,EPC2,SOX5,SPAST,GPR156,BMPER,SERAC1,GRID2,BCL2,XIAP,HECW1,NOS3,CCR5,EGR2,ATP5C1,SETX,FGD4,C6orf203,ACHE,ATM,SEMA3C,PICALM,ARHGAP20,LTF,LOXHD1,BDNF,CDC5L,CLRN2,TNS3,MAOA,PPARGC1A,GDI1,GSTP1,CSMD1,WNT3,FMNL1,MEF2C,ATXN7,PPP1R3B,FEZF2,SLC2A3,SMEK1,MEGF10,FAM171A2,GIGYF2,RBMS1,BDH1,POU4F1,CPS1,TMSB4X,NOS1,NTRK1,ADAMTS20,TFAM,NQO1,TP53,CYCS,ACE,PDGFA,SNCB,DAPL1,DDIT4,CIC
ATP5C1,0.049442277481751826,0.05219652566496833,0.04629198731531435,0.05122699248136981,0.044440546938036105,0.05526328489112538,0.05965571467391431,0.057244667855306734,0.0504100653260065,0.0497956644164466,0.05495920300701229,0.04899181001837717,0.05055475432457371,0.0483628231051933,0.05940639811111759,0.04597737925651837,0.04919879565272991,0.04908631145068151,0.04519325335476357,0.04718198456611147,0.05023197697289986,0.046692253085276594,0.061850225730939665,0.057940691232228426,0.05897425613718171,0.051516757647175754,0.05174058899890084,0.057751349053605475,0.05438173433785872,0.0499170178770704,0.04487582858324012,0.05421810267828858,0.05059100437311691,0.06375425356055409,0.04531125138462446,0.04624457144790961,0.04995878376363226,0.052023401665693275,0.05989693342347792,0.05989628866624863,0.05389939290094417,0.058695240395505235,0.06117612872273408,0.05022093260271527,0.05650540092554489,0.055640078728624205,0.05188031927507689,0.05663247532361938,0.05038330946246655,0.0,0.05574837957993051,0.05359637775320693,0.05168074140962028,0.057415331429463784,0.05525215114920874,0.04556995848389475,0.052916026765867916,0.05186725745108832,0.04696382548450927,0.04595466899003771,0.055083984615609094,0.05273967315980492,0.052199627139411224,0.057162238840245516,0.050011808785725656,0.04169494895586905,0.05134621112241319,0.05934063629883751,0.05171894503687833,0.05179943816238567,0.05562717028263346,0.05533014744755599,0.05208955082580036,0.05549988217877416,0.04381494516891585,0.05238694297050832,0.05149985371519371,0.040793880656361685,0.05439035137468731,0.05632400305226208,0.04996275566182316,0.042734142059422484,0.05840862203901006,0.04237491988630152,0.055644796859970355,0.056511197657341916,0.04220676995387469,0.04634335942585839,0.04766073143920193,0.05766600639388142,0.04945811677172894,0.055211085319894264,0.05061117195398344,0.05320072139203753,0.06018895262298255,0.05524070767132339,0.05037645378866716,0.05447019100624683
SETX,0.052868614818671646,0.05750250773185308,0.06547567043103951,0.06084060620445025,0.06501191013808405,0.0793266540226099,0.0670811811480683,0.06953860532634022,0.07955479845908359,0.06383161563198222,0.06712511395450244,0.07727738274891005,0.06179629246429321,0.05825058446591773,0.08405105988636943,0.04694542510678686,0.07948757770567802,0.07216491034649354,0.08197649043924074,0.05652305314462814,0.0785316919387901,0.059504578074311566,0.07244454970719738,0.08512293261313504,0.05439237331497844,0.056334329164250574,0.059449101824311464,0.05843330333399024,0.0618913410072348,0.06495788516064174,0.06147918917199439,0.0613734825148761,0.05609489269261207,0.07116955890944773,0.04996347190613697,0.06944081761824118,0.07120095873712816,0.07206152588723623,0.07197580014510375,0.05928316420789058,0.06251893158959382,0.06849429775573174,0.06851369881173851,0.08499069307479497,0.06831153977621839,0.06114168961383311,0.07709554029524365,0.06008339481032782,0.07061269583766913,0.05574837957993051,0.0,0.06536581620850482,0.07123072961912949,0.05449147782052839,0.0655432020437347,0.06491182727864844,0.06802514593592342,0.07096700000744141,0.05897488149789234,0.06956284571231704,0.054262710671741,0.05916122708625614,0.0663437470459712,0.054985029390934415,0.06455814468653481,0.05646334724959988,0.06839328414142555,0.06449699292269295,0.07344769875304813,0.07280994816614733,0.08409254897103813,0.05804245254718847,0.06679192188136589,0.07568751782100216,0.05065678191451759,0.06702538869205367,0.05607044325387224,0.06391988692674483,0.060737314171951995,0.05605979068468516,0.07584466908858792,0.07536613278466892,0.0688993551658476,0.05821893713772233,0.06877889299901767,0.06301694426107649,0.0645395007956487,0.07025666099967764,0.05533255792299924,0.05931219198209131,0.07109144691125419,0.05509913033738036,0.061371058607040084,0.06094223483621789,0.06706086020697248,0.07747291911452618,0.07433570787132016,0.05758546889550512
FGD4,0.052589940626582496,0.0517623033433665,0.06811378852197607,0.06315500460060461,0.07351090238251734,0.06547475685327737,0.062043263455177536,0.06685295254480739,0.06648195509376373,0.05229610110875828,0.07010313833052642,0.0726490280147289,0.06840831078146799,0.050496972537923956,0.06783401197777757,0.03761276200557406,0.061499464524959704,0.06881359975879482,0.06347808268159286,0.06406427103298108,0.07048109660269748,0.052232139592564654,0.06918713232439902,0.07030168905424553,0.06824552026842684,0.04746416581449904,0.05132868795121402,0.0576455318259372,0.0630952901903228,0.06304115484129413,0.05164920787582531,0.04771264882446369,0.05583917618624025,0.06439997811999616,0.04528322513854491,0.06687845978270911,0.06523104190253093,0.05838196602306892,0.05745006590845838,0.0620751093949698,0.05331130092678139,0.05440965366617678,0.07083843844988366,0.05945352964161492,0.0657338527508366,0.05682018244632634,0.0626838289101785,0.07488480655293786,0.05673555403567031,0.05359637775320693,0.06536581620850482,0.0,0.062273546913532325,0.05343168303021747,0.06682000986670483,0.06962412722656178,0.07467724395903066,0.07482201135082275,0.056894842102016875,0.06249131941649347,0.047469636899975805,0.04839600182890664,0.06304751732846428,0.06391682077124831,0.06749029372291018,0.04274995335644297,0.06244764846662046,0.0651625645506445,0.06894344964067216,0.06322157781507326,0.058780107710198266,0.06127551695186049,0.06667682875587419,0.07651849508910806,0.05022251586964281,0.06046088592513741,0.0702785144633291,0.056860630730244804,0.05959011815591275,0.06086379276464712,0.06874086685716327,0.06963392976236205,0.05898369567495808,0.053703258135457066,0.06501516325527852,0.05572418334510876,0.049231851179834404,0.05699123976069131,0.051253983261591834,0.06624829666872827,0.07470563663125712,0.05210981391035964,0.05808027807783703,0.06821739606707068,0.0697801716045656,0.07448971343598774,0.06443609992762159,0.058622611505501215
C6orf203,0.04391880248162234,0.053216125832314554,0.07800859594820925,0.07492456544023057,0.07424922165672809,0.07499103344692651,0.07229226922372649,0.07215644897957875,0.10459868863785386,0.06834020170931009,0.0882057544663373,0.08758192719797508,0.08687703091473312,0.057087532389819694,0.09292460938906107,0.04398891088822296,0.08615626029391285,0.07009587697533408,0.06848668968114238,0.08010098594114096,0.07749511636356064,0.05593770067476239,0.07850700567608619,0.0777912961904287,0.06817136638841448,0.05682243525134954,0.07823468116075998,0.05800002065027893,0.04949937846626045,0.05724309557363425,0.060023369418220326,0.05496106981995061,0.06384367033013288,0.08375902595674818,0.0438363562054247,0.06968860788868542,0.07169376316802968,0.05923829074224118,0.06584272064842432,0.06565328900778389,0.06195255251836372,0.06527729397798233,0.08620017851105907,0.0613619142133311,0.052032189405168655,0.05222443902598077,0.09292243063319315,0.08070669844477213,0.0847292076502465,0.05168074140962028,0.07123072961912949,0.062273546913532325,0.0,0.06571415777051547,0.07614452878943173,0.07564905232115574,0.07313834635142938,0.08547718939955448,0.06148485700237819,0.08726206365503589,0.0611624114474526,0.05705488918781967,0.07129071788313558,0.061284520331701724,0.06174354717317197,0.05649712110313183,0.06367073610688807,0.06698523100102712,0.08562195170666147,0.0735164249783551,0.06433568302618005,0.0649777971641713,0.059668661070626704,0.07855618672977828,0.055481549847143825,0.07127673368739623,0.06415749132261157,0.07331397056059145,0.05714413412560787,0.053299944237144285,0.07214702526272963,0.08524649457280983,0.05953878151922836,0.06972815036324877,0.07487003880746057,0.06864374959518102,0.06349124783284704,0.07250533925722158,0.056628701349037795,0.07239041930902515,0.07649110293162928,0.06279535487343542,0.049696627458276806,0.09130519396133854,0.09833738595288735,0.09330583183803443,0.0850141378611019,0.06766648201709809
ACHE,0.04654528385445112,0.04896916325218245,0.0635755873169444,0.08232971297491734,0.06622512843569708,0.060424326573476336,0.053128508961222315,0.07034157848768877,0.0760763114571527,0.05592658849896176,0.07696761729531579,0.07230553048247797,0.07090374296671345,0.05145725364071122,0.07766177835570365,0.04502210317004311,0.07113390440560208,0.06802849040165561,0.06801997034614546,0.06781378337318641,0.06701440849959463,0.06437035371235733,0.06782204648411298,0.07479972044442323,0.08529286454172695,0.05154646446702339,0.06247804029707499,0.04587368363847409,0.04858812965494884,0.05340066955974118,0.05484865034644929,0.0620514405955773,0.06249135511502875,0.07376200401882707,0.036847432830716606,0.08062137608375586,0.06418967366535738,0.06132394029713068,0.07697910557973675,0.06166012196249682,0.055897491289104595,0.0708492941729135,0.06573727165752129,0.06821035214692708,0.0693566078741659,0.04767329016088508,0.06723108648920721,0.06923952702030994,0.06667251161815504,0.057415331429463784,0.05449147782052839,0.05343168303021747,0.06571415777051547,0.0,0.05924286351315711,0.06318183397474941,0.06197017526870893,0.07795555154876861,0.04894396225936877,0.07573594145836822,0.05606295469727419,0.05375899642889733,0.056291897068284504,0.05062250990732446,0.04997941773240991,0.04963524551169363,0.062235529201883556,0.05081575080281284,0.07538911597664007,0.06882546850169215,0.06944131541676883,0.051536594133721775,0.06507908699240816,0.061974599584200825,0.060926527886909145,0.06819821614773873,0.05272714154661266,0.06973270331501402,0.056068612370506796,0.05915747138315367,0.0629560386087748,0.0609716473126312,0.08880997524156642,0.05109438208616189,0.07592961722635923,0.052902745034911255,0.06312782159519321,0.06605324523081435,0.05167260242799673,0.0654952476743981,0.07155086635216104,0.058904159025530006,0.049871842321225233,0.07885224855618164,0.07814641624418546,0.07239445405450884,0.07170568347937535,0.06504450586361359
ATM,0.054674949539979444,0.04894269385627335,0.08461980470410216,0.08960895927458519,0.06337555706336799,0.07255495773560641,0.06274731939289169,0.06673877855563139,0.08008962569682121,0.062015752961069315,0.07031034900568646,0.06788920273957776,0.08342330630669144,0.059977725642595965,0.08289564541752631,0.04310318747389591,0.08250192477416453,0.09484907700788356,0.08659999218353655,0.06703114625222287,0.06891750569957177,0.05225236328874757,0.0779956671506385,0.07263893553098504,0.06828892700973593,0.05200080550691441,0.06146952259699308,0.06096817025879083,0.05123006228824717,0.05654488495330494,0.05745404384901393,0.054649980647340675,0.06171924278744924,0.06825321480806675,0.048651579021787135,0.06371907915697302,0.07827691780667664,0.0738387551784513,0.06875406040391038,0.06473625156122788,0.05724351162982698,0.06387869862063933,0.0665859306931966,0.08702409990695756,0.06997003193986288,0.05481458007211841,0.07706660163476821,0.08679669021066559,0.07881740361447734,0.05525215114920874,0.0655432020437347,0.06682000986670483,0.07614452878943173,0.05924286351315711,0.0,0.0708657688503403,0.07028742383299312,0.09892759881881476,0.056553510925819124,0.07898724323505253,0.053632595101914815,0.051422767720954436,0.06096605406718689,0.0604012054277519,0.05865422390270981,0.06575310135229347,0.061421410400670604,0.06115345925870051,0.08480833224844014,0.06211924842241201,0.06975548385313127,0.07927190182103615,0.06376802254837217,0.05944741353130231,0.05488969415200714,0.0709514320277721,0.07726799007161414,0.08194378086629583,0.05359539930595391,0.06627995906108008,0.06729461059881225,0.06853939550443419,0.07822537669956083,0.06366160904053007,0.07917876685670697,0.05594826249799763,0.08080037508460297,0.06313110329903023,0.06651815352470028,0.05679992805655056,0.07783640082252079,0.07830568604219774,0.06320419453693935,0.07316020345871244,0.08571696405550136,0.08916294115380159,0.07412634680767483,0.0710869194618886
SEMA3C,0.049097719117293964,0.04920575967481907,0.06978135186239946,0.08800685738611967,0.09493057969200759,0.0725240896093021,0.06484552232804972,0.07461154060153108,0.10355614027038679,0.061087979138292815,0.08077467006294554,0.08605679980897957,0.07236256268715913,0.06573284318771706,0.08394597810266069,0.045762586461686426,0.07607341217965563,0.09535831660113415,0.07826751996746442,0.059728780730839225,0.07517886408861543,0.06062745621325608,0.07392103462304424,0.07528339674787812,0.07226907498585479,0.053483148504360076,0.0585662483424891,0.05987799961193276,0.048660642046399916,0.05163633337087797,0.06263053049851719,0.05881122143616528,0.06801171470111415,0.07567813516282709,0.04979784974911508,0.0822325604463023,0.08244178492555557,0.0792916598080445,0.09719505859512889,0.058031857717318745,0.06329641750156745,0.0642058812689698,0.06389181149864229,0.07839921601700311,0.06707561284937087,0.05577563221036831,0.09370652257103634,0.08620604741657553,0.07434782307074453,0.04556995848389475,0.06491182727864844,0.06962412722656178,0.07564905232115574,0.06318183397474941,0.0708657688503403,0.0,0.07149464261559658,0.0814007318858132,0.055687490407046326,0.08024279420652415,0.06541062583301545,0.06153460430488326,0.0608820687289046,0.057186826755614394,0.0607031129142607,0.059839212825330695,0.06265355685519103,0.07673805993568054,0.08278159577716031,0.0730887865620072,0.08725548160450455,0.07285867596129858,0.06781347575625635,0.08890650749875323,0.06282425171456324,0.06864300893378901,0.0800454197765735,0.06900951660729741,0.06349653870841494,0.052775134992639285,0.07264701224034979,0.06961095863164174,0.0699752815374533,0.06117913480027121,0.07504958705516196,0.07227465878263893,0.07182332911215863,0.07679307564170337,0.060082249328063664,0.07217344345730224,0.07134917524389824,0.06122958309527157,0.05462462396326965,0.08895696118326629,0.08156720824802818,0.09024012673807293,0.07730262283751792,0.06236032062833364
PICALM,0.04709357881776748,0.047916269550464775,0.07548051217795837,0.09042031039900018,0.09104614909697006,0.09269176225703206,0.06914480448786363,0.0768775244790379,0.07808029670855526,0.06012837962679698,0.09013643563145084,0.09350520986148127,0.06708825736124002,0.06582926811763434,0.08799192497961435,0.040392138199900125,0.07208982716484133,0.0831109562665314,0.06506838903615979,0.07809427265523172,0.07231947130525229,0.04970079832740013,0.07752997106167459,0.07658736828818843,0.0734294010681188,0.04672353179100198,0.06394898597761664,0.06654661657712255,0.05298197876945597,0.054553010367552265,0.057253030651254325,0.04814674203218558,0.06438146203106725,0.08242823564709997,0.04166421861094776,0.08983831675108707,0.07062304791092706,0.054540704914276365,0.0683612036714154,0.06379240241835263,0.06244351650208728,0.07829599903701685,0.060118011446535724,0.07218944782002118,0.07057130827445748,0.04868756681849533,0.09550444596872437,0.07903656812664468,0.09035034861820396,0.052916026765867916,0.06802514593592342,0.07467724395903066,0.07313834635142938,0.06197017526870893,0.07028742383299312,0.07149464261559658,0.0,0.08052007338252964,0.07170862158709655,0.07576971242537374,0.056569871630537526,0.05806102555422812,0.07045291731885611,0.05940566256143397,0.058029214332603024,0.05299886103346163,0.06328748189509872,0.06979028759845743,0.07445709096349143,0.06632669689164161,0.07543502114137035,0.0844728441143146,0.08199997707235937,0.1002520564053494,0.04951169993212461,0.0704643416048419,0.060327610948658524,0.06877735455492479,0.05730932471519183,0.048812002107379564,0.06510190777507471,0.08209647517416002,0.07973003431950687,0.07199166257538138,0.07196358290610418,0.07637819237512077,0.07128480388283213,0.07467027375721957,0.06294415550088422,0.06312567893697127,0.07725355336516396,0.07534801607951061,0.04954216012881288,0.08849487698191859,0.07121691658350202,0.09632211141809527,0.07074431255458206,0.0649531296270817
ARHGAP20,0.043842462508122196,0.0512029327036332,0.07933545378197092,0.10569192556295288,0.06955866927698807,0.09249522207577845,0.06945750738858833,0.08146841845028908,0.13434521628431034,0.060488497496686805,0.11527180101034465,0.10367324995858307,0.08213285137902622,0.0678844120484314,0.11329311829144123,0.03894803221254996,0.09054379009128369,0.08092213406526716,0.09284450312606313,0.08051453976218544,0.08997850553527426,0.05815669583403007,0.08999022521287478,0.09271068697542621,0.07777647693565175,0.05360261553942797,0.065214396350901,0.06148228821136863,0.05711652378355441,0.07277485762992156,0.06963870560717748,0.054321699636878766,0.0711772787440628,0.07716448382879561,0.04433238997101557,0.1072122464163417,0.08105619353104628,0.06798462447294398,0.089068933146942,0.06906400931883236,0.05955482301605315,0.08327480192635091,0.06751857942398146,0.0839081246441473,0.08236076121887456,0.051110031425069355,0.07477406028834292,0.10878694984021689,0.08701262541003343,0.05186725745108832,0.07096700000744141,0.07482201135082275,0.08547718939955448,0.07795555154876861,0.09892759881881476,0.0814007318858132,0.08052007338252964,0.0,0.06578501732493161,0.09722488896396425,0.06788243769046388,0.06179608258929982,0.06768355118813257,0.05504961632043982,0.06152591960264633,0.0617133671752886,0.07438428397694757,0.07762708520015849,0.11075569825708251,0.08091953300249488,0.0738141472425351,0.07321613578685006,0.07692610562698808,0.0804429824442691,0.05016258228870828,0.08231673026158265,0.06841966474244732,0.08387675150699953,0.0588107311134022,0.05124251848867615,0.08380526041908753,0.08444790330536557,0.08924852492141987,0.06867979508722322,0.08603941064253075,0.06781941485784318,0.07373123189694425,0.07626487588421182,0.06819416935128883,0.05749700373882918,0.10318288570040626,0.07574051902304024,0.05575674103130869,0.10185200224101625,0.09813330394023063,0.12423184935105247,0.10558824502049902,0.06795123529137982
LTF,0.04499292180066151,0.051684809776742585,0.056444702344050524,0.06414052953497311,0.0541328776614285,0.06330216000352624,0.060029906093619675,0.06117721685088095,0.06654122502547136,0.048816400017163065,0.07111077361718307,0.06090666963745417,0.0676662490593425,0.05586090183254465,0.062140480009323366,0.043914504276931984,0.06497249643550933,0.06663696838650025,0.061738410289903525,0.06716036966172395,0.05903019067402227,0.04817607700277857,0.06388061613289721,0.07354880111039003,0.05461673626205753,0.04270147064342891,0.06103611430063621,0.05893894349988306,0.06302466214256397,0.0503927037131303,0.06160790559137255,0.04817406925694255,0.05188505584710233,0.06618161040712764,0.037037234805621086,0.06300179925206346,0.06491778189184172,0.05268769885508175,0.0483440711907736,0.055037248169909,0.06696900382146659,0.06163885752216154,0.055472755968509355,0.05224098132040137,0.06423077453056453,0.043176211415763555,0.06313265432506145,0.06792672328939578,0.05798922811986805,0.04696382548450927,0.05897488149789234,0.056894842102016875,0.06148485700237819,0.04894396225936877,0.056553510925819124,0.055687490407046326,0.07170862158709655,0.06578501732493161,0.0,0.072450143656091,0.045575951706178695,0.053407582231887546,0.05802739738106482,0.06199564045427229,0.052831213806175004,0.04575434916901226,0.057342025899222125,0.06076296713911396,0.06598620674513676,0.05820176316075407,0.055294589940693334,0.05658404151558198,0.058009592609708414,0.06372952227355913,0.04383170222687216,0.05887627745840341,0.06189430179188668,0.05357618522267013,0.05472972336337124,0.04572596677299967,0.06967263370429498,0.07312486264265117,0.05589133912672429,0.05369402802272992,0.06786613333631308,0.05801186008578446,0.05773701517492518,0.057927113810225805,0.053719408673044804,0.07148805742006561,0.07303948850915734,0.04721886821170118,0.04313005621807521,0.06810849397221341,0.06845013089004955,0.06834023327562327,0.06706718684772105,0.058415100914527694
LOXHD1,0.04427347443682874,0.04759189777308363,0.07502093405338876,0.1079506351078477,0.07466807855068484,0.08880500753477064,0.07144465813404348,0.07957307608809316,0.12048207058504568,0.06141379802484992,0.1037489398482912,0.09858663572476041,0.0946106287372531,0.06010337289145314,0.10250518065319127,0.03987657007731409,0.08486771343540164,0.0883505500731046,0.08134521534838185,0.07766617015486216,0.09381432881202588,0.05815628377036691,0.07709459553544265,0.09486953222122149,0.06910902121063997,0.05546372587693664,0.0672760820907683,0.061019078674140775,0.06437068727463649,0.06302452877787239,0.06293384692574283,0.06670666674233551,0.07372586637542979,0.08697810658927646,0.03971618761084809,0.08772951118624411,0.08822397836211755,0.06265517280975513,0.08197531106097049,0.06438463543757256,0.06112588716760435,0.07465235968083708,0.06930069991340178,0.07803395420511139,0.06980848048479575,0.043663754088986345,0.08458755858859003,0.09172320958211574,0.08517439401291794,0.04595466899003771,0.06956284571231704,0.06249131941649347,0.08726206365503589,0.07573594145836822,0.07898724323505253,0.08024279420652415,0.07576971242537374,0.09722488896396425,0.072450143656091,0.0,0.055067675710115234,0.056476300109278975,0.06184486429121541,0.06408552821462962,0.06002343029098276,0.05191249139713902,0.06761452436818607,0.07489423001454584,0.10462651216154005,0.07812533954328094,0.08782761200015612,0.07783257607473774,0.06704349533916615,0.08251927483520796,0.05804397080570749,0.09445984524731851,0.07412545309460775,0.0801049078236428,0.05950332682744791,0.05256930135017419,0.08644926071317668,0.0988568547638028,0.07451010886123552,0.0628994685710559,0.08787703763017997,0.06900225662676683,0.07553635708894807,0.08666675666307536,0.06083794510857781,0.06450303237532792,0.07742388750092695,0.0682394767074834,0.05899691600328192,0.10110663845844889,0.10075184767066418,0.11376023073499346,0.09998991059019863,0.06874582012883072
BDNF,0.052557783823955644,0.05341801055941832,0.05398583157363705,0.06201749014681727,0.05658223047045044,0.06562759888495517,0.061138876236128556,0.07863885594761752,0.0696819974942336,0.061137816535255574,0.06749717137690277,0.06435939636582809,0.06288050742348275,0.053856546074322775,0.06173344481926066,0.04622715464606306,0.053754638396111644,0.06008442218865289,0.05580251063811841,0.061134842548917434,0.06297543450361488,0.05321920837211044,0.0676215860356928,0.053693409928156,0.062325544918838786,0.05112652980990216,0.047456705280196534,0.06476991591979116,0.05459684260974296,0.055234110220045374,0.0556806586575384,0.06145000010031115,0.05973405536095669,0.06398126309035979,0.04784547894927434,0.058207415552275564,0.05964431066624841,0.05176029475330465,0.08113216800537564,0.05877936467413103,0.05541776593066603,0.06859066872157572,0.06582823699872015,0.06624063278100427,0.06771728030135186,0.05146984135498348,0.06585393430499298,0.06951847982139757,0.06889966960469296,0.055083984615609094,0.054262710671741,0.047469636899975805,0.0611624114474526,0.05606295469727419,0.053632595101914815,0.06541062583301545,0.056569871630537526,0.06788243769046388,0.045575951706178695,0.055067675710115234,0.0,0.07100670888229207,0.07068947473523216,0.06364313339339626,0.06860985377393322,0.045122979918651454,0.05629522469849922,0.05930151366361407,0.06679228958171236,0.06187484694516444,0.057968025035022616,0.05089270933943831,0.06062281088728255,0.07292582955484332,0.05909407326346815,0.054784937616779175,0.04619724564829024,0.06623825901961783,0.06470207643543946,0.04539824967503618,0.0539104257705761,0.057637091662027476,0.07012924049138919,0.055243426534436244,0.05369737245224329,0.06253174825327915,0.06460467545409514,0.06568255976573634,0.058356934112268395,0.06796140553616006,0.057852754216347516,0.061735738796479984,0.04703412518113156,0.06641653353580762,0.06142425617330783,0.06267790728846341,0.062011107426560894,0.05213867922885039
CDC5L,0.0498114942160959,0.04698023560709812,0.052560990353820204,0.06011670081274943,0.052452496307163185,0.05830521042889091,0.049092224339807325,0.06815458303293825,0.06336125689326719,0.07396525382453245,0.06539432498172543,0.06263526933881858,0.048242409718603996,0.058051483348277075,0.06547366054127246,0.04211978871597907,0.0534909933531502,0.053830261082677744,0.05367685013515353,0.05757798334554839,0.06293841418823648,0.053160567557322486,0.05369004192088261,0.05707062585655161,0.0601513641855094,0.04866550655025345,0.04545325047415871,0.05621194613057198,0.059735844880942954,0.04543756158425096,0.056108022994271575,0.055689319086251646,0.054350797219965385,0.050684557200127274,0.0446495157380399,0.05363761303377495,0.06727755307803857,0.05164848292549995,0.0664719617306956,0.055971617298011554,0.04536780472652367,0.0629134942993685,0.05522931955887452,0.06127652084535804,0.051395745223272046,0.05757259587596475,0.054107539367464055,0.06875175222240565,0.0638466775001448,0.05273967315980492,0.05916122708625614,0.04839600182890664,0.05705488918781967,0.05375899642889733,0.051422767720954436,0.06153460430488326,0.05806102555422812,0.06179608258929982,0.053407582231887546,0.056476300109278975,0.07100670888229207,0.0,0.053363001223312514,0.04325152742437701,0.05410580157893776,0.0424149442281341,0.05351281361671197,0.05570797502686599,0.06042772973398569,0.05321015450870099,0.05605049946794138,0.04716189963630867,0.06508262270230644,0.06987667650432297,0.051109991385799705,0.048440741172111015,0.04820842672873886,0.054720610529349366,0.052485940074986824,0.04662863395138038,0.054953884836037775,0.06083785395367016,0.06433103881766561,0.051333677306414895,0.06901580012450004,0.0611585759075075,0.05275731284807338,0.06041839807027127,0.06068311911365348,0.06541158570984297,0.05611266789383999,0.05302326321212044,0.04352123555042882,0.057756244422868336,0.06676983187774767,0.06205172300084708,0.05575125151795763,0.04788297644051378
CLRN2,0.04643180650787908,0.051049478455956476,0.0799139955668479,0.06879583217989646,0.06982796728784345,0.07231814443111848,0.060555317413846906,0.08419753943607908,0.07944742107679002,0.05713884517871401,0.06606288349529954,0.08437839456294773,0.06636573113420027,0.07129455097619548,0.07096130564997075,0.04556694503380143,0.061707787279916174,0.0709474392639947,0.055593652407507035,0.06810853072773591,0.0732671818782735,0.05458108279639707,0.07874952769031061,0.06408900395814641,0.07146395975275778,0.05094017977628064,0.06755697358985652,0.06644418241003928,0.06373783561811978,0.06290483344831646,0.04895198193716537,0.05506833476306711,0.06097398278964238,0.05687834864952843,0.04206139802052434,0.062349320108045704,0.06762068835547551,0.06003253118612355,0.07409959111617001,0.05250894866112325,0.04993191552221271,0.06054295352586951,0.07947259095592815,0.062440913869360494,0.07150772105316347,0.05827874021995121,0.06564993091265967,0.07677750360300498,0.07497696362293058,0.052199627139411224,0.0663437470459712,0.06304751732846428,0.07129071788313558,0.056291897068284504,0.06096605406718689,0.0608820687289046,0.07045291731885611,0.06768355118813257,0.05802739738106482,0.06184486429121541,0.07068947473523216,0.053363001223312514,0.0,0.06446882925539142,0.06496036704160128,0.06488185589629801,0.05585292411773555,0.07556343082809013,0.07593167809069962,0.06281045205698406,0.06921829809639815,0.05231335652471955,0.059379023194764076,0.08065150222537001,0.06466858860994912,0.059334796948404905,0.0497367569885838,0.0599358045548931,0.06167712311283749,0.046107959851876865,0.06636916626616916,0.05587887854786513,0.05543072924662172,0.04611766529611728,0.06538108087785227,0.06240357191266999,0.0555965932731516,0.0620916137241404,0.04823445134717129,0.06244516637528273,0.06830228636325675,0.061312801726878516,0.058797387039844905,0.06913459767878612,0.06903581841376435,0.06904335356341126,0.063588532300045,0.060394879729121186
TNS3,0.048448839151360286,0.051323111136174604,0.06432021920713418,0.06237501573000756,0.05204104680288919,0.058537107089580015,0.05795902989864522,0.07659998613696586,0.05964954183191905,0.04820814839148102,0.059607379978797885,0.06340442199870812,0.05717124015368962,0.05106206767539231,0.059290490083229924,0.046345597811278415,0.052053026018593636,0.05761667470505551,0.05335848280545608,0.05530055008902561,0.06407871090443917,0.050151472566973485,0.06301609257790389,0.05983864339411092,0.05790556225313257,0.041401892736032384,0.0717119658664049,0.04968964380801749,0.052342207323601474,0.05479666691959812,0.048182730550900964,0.047879971452470416,0.060259864270735035,0.060425894507269984,0.03922563284590682,0.058853390323217424,0.0575521932160761,0.05781581366667509,0.051540062915765794,0.051610733286602824,0.0590540516806959,0.06278869809917843,0.06657069004523566,0.053641261007794615,0.06450182652534157,0.05087234066551585,0.05994103426377616,0.05866573961434718,0.07085220257374125,0.057162238840245516,0.054985029390934415,0.06391682077124831,0.061284520331701724,0.05062250990732446,0.0604012054277519,0.057186826755614394,0.05940566256143397,0.05504961632043982,0.06199564045427229,0.06408552821462962,0.06364313339339626,0.04325152742437701,0.06446882925539142,0.0,0.07030764597198487,0.03891563586751017,0.04928959813312007,0.06484448957837959,0.06210464195343786,0.061170956890381496,0.061120152659384086,0.04987732126932963,0.058432840621448434,0.06124918755375554,0.05524307481449077,0.05505663383671132,0.04649082836486722,0.050306034702493674,0.05782056652556114,0.04324616419923754,0.054723865381254816,0.05980723107821449,0.05546729047229496,0.05331721693288739,0.05204502011632221,0.04693414376175849,0.05148192708143608,0.05659098354767126,0.04519637232497119,0.06669327802676181,0.06100679404899953,0.050812994108161515,0.0468053786985551,0.06611384955322216,0.05731866264512583,0.06183419734505158,0.06193736177206463,0.058040011408272835
