,GABRG3,EPC2,SEMA3C,CH25H,ACE,ATXN7,NTRK1,GLIS3,KSR2,EFNA5,NR2F2,FEZF2,ATP5C1,CPS1,ADAMTS20,CIC,POU4F1,CCDC85C,PICALM,LOXHD1,RUNX1T1,YAP1,TP53,DDIT4,SETX,WNT3,RBMS1,BMPER,EGR2,GIGYF2,ARHGAP20,MEGF10,BDH1,TSEN15,RRAS2,PDGFA,JPH3,ATM,LTF,PPARGC1A,ARID1B,HNRNPA2B1,FMNL1,PPP1R3B,HMGA2,CASP3,SLC2A3,TFAM,BCL2L1,FGD4,TMSB4X,PRNP,NOS3,CDC42EP3,SPAST,XIAP,TUSC1,SNCB,GSTP1,CSMD1,FAM171A2,SHC1,CLRN2,CDC5L,control,FRMD4A,MEGF6,IGF1R,GRID2,C6orf203,CCR5,P4HB,BDNF,CYCS,BCL2,PPP2R2B,GDI1,PRRC2C,ACHE,NOP56,PCDHA3,DAPL1,SMEK1,NOS1,MEF2C,TNS3,SERAC1,HDAC9,MAOA,INSR,GBX2,SOX5,NUAK1,GPR156,NQO1,GSX2,TTBK2,HECW1
TMSB4X,0.03783909438775268,0.08421696428571579,0.05407904974489952,0.1800672512755117,0.189710554846938,0.06939457908163327,0.1442809948979562,0.1327763711734704,-0.034622193877551055,-0.046841485969387975,0.3114325573979553,0.3489187499999975,0.2932544642857131,0.3625979591836739,0.2508597895408151,0.2446126275510192,0.38656849489795775,0.3477918367346948,0.177716709183672,0.20615714285714404,0.11327917729591697,0.18932933673469599,0.2226393494897998,0.32068616071428657,0.19380896045918483,0.07650663265306257,0.029753124999995606,0.031116613520410397,0.1348853954081619,0.06389837372448959,0.134522353316326,0.11973281249999879,0.038975350765307226,0.03147739158163354,0.06685334821428768,0.054653730867345374,0.0998000637755112,0.11371253188775476,0.1634761160714273,0.04315975765306135,-0.018635905612244485,0.0373418367346936,0.06894556760204118,0.03409888392857141,-0.005866326530613364,-0.04214480229591899,-0.023105548469388282,-0.03891399872448886,-0.059626403061226796,-0.009964604591836235,0.0,-0.018542825255101647,-0.019776721938775665,0.0768014668367325,0.05049693877550965,-0.04207040816326746,0.009456983418365539,0.007151498724489613,0.11196967474489661,0.021573533163264713,0.0038912627551024315,-0.042263998724491714,-0.026608960459180153,0.038183322704080425,-0.0009911033163270133,-0.030426275510201606,0.024312531887755284,0.011069036989795222,-0.029149266581635302,0.01579164540816258,-0.032711543367348384,-0.0007775510204091063,0.006090178571430016,0.040378443877550296,0.020688807397959863,0.008762404336735585,0.11494492984693849,0.03652940051020259,-0.032534948979593636,-0.010354272959185451,-0.002091549744900334,-0.006293973214287263,-0.026499426020409445,-0.0031912308673476275,0.06667547831632703,-0.003058450255100098,-0.05548555484693907,-0.0045158801020388495,0.007101147959184928,1.578738520408164,1.3952785076530603,0.8883657525510191,0.4793843750000004,0.6873929846938776,3.622685969387753,2.1753843431122455,2.6541474489795913,2.5526369260204103
PRNP,0.05788561862244812,0.11232286352040965,0.0629458864795911,0.1079700255102054,0.20075707908162954,0.12936454081632576,0.19072126913265208,0.09701977040816168,-0.08594441964285693,0.026247225765304805,0.46799314413265236,0.3541871492346935,0.20244630102040695,0.35682573341836665,0.2431547512755099,0.3435357142857143,0.324236894132655,0.21471179846938782,0.13971010841836673,0.11681147959183669,0.11475382653060962,0.09957586096938797,0.145467123724492,0.25979987244897984,0.23509142219387869,0.01471409438775595,0.13740589923469138,-0.0019696747448971763,0.1116631696428545,0.013518335459185238,0.14327669005102095,0.10240121173469063,-0.013781250000000966,-0.012410459183673339,0.017965497448981793,0.009578380102038153,0.025566900510204604,0.146190306122449,0.04568826530612213,0.04041878188775705,-0.04673000637755109,0.05378992346938993,-0.02819853316326615,-0.023846779336734514,-0.008616677295918862,-0.05650765306122629,-0.030237149234695337,-0.05451591198979777,-0.037304878826533994,-0.07879933035714437,-0.018542825255101647,0.0,-0.11582707270408044,0.09517924107142761,0.149946588010204,0.026363616071428453,0.008351945153059148,0.0570464604591816,0.05099276147959131,-0.0008518176020402279,-0.03008252551020618,-0.06216122448979888,-0.03629524872448897,0.027976721938774318,-0.02213520408163383,-0.05104225127550954,0.09579655612244942,-0.022223501275510316,0.007498820153060137,0.017841294642856553,-0.05464626913265214,-0.007826339285715633,-0.08190079719387633,0.09782184311224462,0.030941581632651705,0.045896428571426284,0.02580239158162989,0.023119674744897623,-0.054661862244898884,-0.09391868622449095,-0.027398150510203223,-0.05083338647959046,-0.050610714285713954,-0.06529001913265198,-0.02566393494897845,-0.06285880102040942,0.02363753188775597,-0.10622560586734764,-0.06279607780612295,1.598016294642857,1.4085890943877555,0.8857185267857126,0.5192762117346952,0.6939191964285705,3.5031449936224472,2.2625152423469412,2.554456473214284,2.5908678252551027
NOS3,0.07287672193877626,0.11867021683673684,0.07582761479591937,0.05937206632653336,0.23281380739795843,0.09525876913265385,0.14241237244897853,0.052573373724492,-0.08480644132652948,0.053564891581633134,0.3657920599489781,0.32335012755102177,0.2486405293367362,0.39909808673469627,0.23508960459183825,0.3410440051020398,0.36208737244897904,0.20258727678571553,0.12751996173469315,0.14781039540816465,0.08037930484693767,0.14149977678571624,0.13309260204081852,0.2542675382653048,0.20107315051020613,0.13122707270408362,0.09708606505101969,0.06128705357143005,0.11298083545918303,0.04091568877551133,0.14253341836734812,0.06182356505101971,-0.01984483418367411,0.01396970663265229,0.05413785076530786,0.021528858418365715,0.016195503826530455,0.16149390943877684,0.058159056122450536,0.02424426020408532,-0.036145153061225344,0.05404352678571556,-0.06711367984693872,-0.058011926020405724,-0.01907088647959121,-0.027325924744896923,0.03460082908163287,-0.041112308673469045,-0.004485650510204664,-0.09205978954081573,-0.019776721938775665,-0.11582707270408044,0.0,0.04501409438775461,0.1513095663265318,0.017548469387756782,0.011783673469386358,0.08195006377551195,0.10629323979591909,0.05560803571428785,-0.07023204719387799,0.02904550382652893,0.022469292091839677,0.05704126275510113,-0.015250350765303011,0.00045197704081800794,0.04838609693877771,0.0310238520408177,0.021943048469386994,0.024288647959183507,0.0032651466836739473,0.020156951530612588,-0.015083131377547687,0.07179107142857433,0.05311237244897882,0.08545940688775389,0.1489466198979592,0.11987796556122454,0.021287053571429126,-0.0020244579081616365,0.04198045280612206,0.01784834183673567,-0.011764923469387512,-0.015148915816325825,-0.013527519132651378,0.004007302295921278,0.03092394770408191,-0.041353252551017405,-0.07360497448979508,1.5880355229591832,1.4595442602040833,0.9718783801020425,0.5228657525510219,0.6841493622449004,3.4470267219387765,2.256059470663267,2.5143475765306125,2.4705214285714323
CDC42EP3,0.2106424107142839,0.043318718112244525,0.05723705357142883,0.13655338010203977,0.03310762117346755,0.08700102040816304,0.0870921237244886,0.10572031249999903,0.017006122448979255,0.047724330357143074,0.3823811862244888,0.34447206632652794,0.43216715561224284,0.4162059630102046,0.17239591836734824,0.28923781887754885,0.37033431122449123,0.2973498405612247,0.17962002551020362,0.3509573341836738,0.3009778061224466,0.3545264030612252,0.15579266581633,0.3509519770408147,0.0029388392857150336,0.32691463647959296,0.339868941326527,0.05865586734694084,-0.0008206632653067203,0.035500127551021166,0.17818348214285606,0.056818941326525874,0.057831792091835865,0.11363539540816348,0.20258791454081582,0.21140860969387631,0.13869556760204027,0.016333035714286126,-0.009779942602040848,0.12037244897959276,0.23955178571428348,0.08852952806122438,0.1274238839285715,0.0039100127551012775,0.01813698979591649,0.0948757015306132,0.03940870535714147,-0.008021619897958132,0.1806987882653015,-0.010698788265306902,0.0768014668367325,0.09517924107142761,0.04501409438775461,0.0,0.11981588010204014,-0.06178896683673685,0.041118112244895144,-0.026199872448978923,0.22386830357142884,0.06774247448979409,0.001932079081630178,0.09171744260203951,0.08353185586734924,0.004930389030612048,0.051801275510202416,-0.03604483418367188,0.06646116071428487,-0.04866983418367532,-0.03910532525510391,0.006507461734692299,0.011758960459184564,0.039725765306121374,-0.02402213010203802,0.06623176020408117,0.04250618622448776,0.0495719706632638,0.020648246173466944,0.21453271683673591,0.1355199298469394,0.19063654336734714,0.11593051658163311,0.1312999681122431,0.07977264030612119,0.19948239795918177,0.005227232142855698,0.22766205357142688,0.1093490114795923,0.07134681122449038,0.11283258928571271,1.2968480867346948,1.4979818239795915,1.0134378188775486,0.59694081632653,0.5541619260204058,3.2817517857142864,2.1548564094387768,2.4327163903061226,2.137165242346942
SPAST,0.11160038265305872,0.03356887755102278,0.06966377551020386,0.2033801020408159,0.13708903061224298,0.030932429846940224,0.10525478316326264,0.15644703443877717,0.0682172193877566,0.007851052295919203,0.1845235331632633,0.23082691326530558,0.34998919005101925,0.265537372448982,0.17890545280612358,0.12723954081632805,0.33250790816326514,0.474014062500002,0.36404362244898003,0.32465593112245017,0.2519139030612241,0.368765625,0.3854600127551038,0.4919818239795912,0.07174524872449162,0.2804726084183695,0.1031956632653035,0.21356540178571848,0.11079043367346841,0.08043309948979704,0.13851332908163094,0.19327222576530367,0.20247726403061428,0.25953086734694075,0.22087088647959519,0.17095251913265308,0.17416603954081822,0.11630507015306257,0.07943740433673518,0.1404585459183707,0.16559569515306016,0.041412500000003405,0.18849279336734703,0.20279142219387936,0.03334183673469404,0.016618048469389635,0.0008463647959189302,0.18854572704081818,0.12622551020407968,0.011209183673468459,0.05049693877550965,0.149946588010204,0.1513095663265318,0.11981588010204014,0.0,-0.020102869897959508,0.09670420918367206,0.03742997448979679,0.2371731505102037,0.03902700892857247,0.1569072385204091,0.09039103954081718,0.15504607780612467,0.04898054846938926,0.21005768494898192,0.10176938775510536,0.047451945153063946,0.10900688775510403,-0.05690985331632881,0.03862012117346758,0.09538411989796103,-0.01451626275510165,0.0451592793367368,0.11300066964285804,0.062354783163264926,0.045645567602040416,0.0908312181122426,0.16631256377551118,0.11253883928571362,0.3169804528061224,0.23498380102040883,0.258436065051022,0.1505462372448978,0.25329193239796055,0.059641454081631906,0.18541065051020666,0.0344866709183691,0.1838157206632669,0.07834993622448927,1.3230779336734688,1.2051397959183703,0.8057614158163258,0.38169722576530596,0.4815636479591827,2.9422003826530627,1.8034425063775537,2.3494087372448984,2.1916388392857176
XIAP,0.08619553571428362,-0.007714094387756276,0.061927678571427336,0.2179440051020407,0.12439043367346869,0.0817822704081621,-0.007403188775512604,0.07901718749999809,-0.08537200255101851,-0.020244419642859057,0.33911399872448555,0.2061689413265313,0.32599840561224447,0.3782309630102052,0.18374748086734805,0.08205813137755058,0.4072374362244897,0.4557482780612254,0.3222575255102029,0.43122452168367253,0.2731559311224494,0.3588748405612243,0.23257079081632703,0.5161051020408145,-0.10675022321428429,0.2737708864795927,0.16735644132652716,0.05445899234693918,-0.027451913265307937,0.003606377551019335,0.07588191964285684,0.17612206632652772,0.056628667091835894,0.1173135204081639,0.2271847895408161,0.19529142219387552,0.032367442602039276,-0.10809040178571294,-0.0028580676020411033,0.07778494897959298,0.10641428571428335,0.03219827806122488,0.011536383928572036,-0.022383737244899393,-0.04279738520408216,-0.03878523596938699,-0.023803794642857312,-0.04019661989796042,0.02923628826530411,-0.050515975765305754,-0.04207040816326746,0.026363616071428453,0.017548469387756782,-0.06178896683673685,-0.020102869897959508,0.0,-0.07581938775510366,-0.0816076849489793,0.16129330357142635,-0.04575440051020507,0.01271332908163103,0.08800806760203983,-0.03974626913264956,-0.007997735969389907,0.027938775510202518,0.0018801658163294377,-0.0375232142857147,-0.16356514668367517,-0.1091272002551058,-0.10126597576530827,-0.07058010204081633,-0.06278360969387897,-0.04036275510203957,-0.07055573979591934,-0.09310943877551203,-0.004037404336736827,-0.007845503826532152,0.25324209183673574,0.08099024234693886,0.08160841836734534,0.10957739158163271,0.130885905612244,0.07937420280612173,0.1647839604591841,0.0034366071428575395,0.15538392857143002,0.08807401147959304,0.07364368622448936,0.06213883928571562,1.2888230867346948,1.3781380739795903,0.9533175063775516,0.4798517538265301,0.5549338010204075,3.1902205357142837,2.0043314094387785,2.428178890306121,2.1455214923469406
TUSC1,-0.042611447704084426,-0.06312576530612368,-0.059943367346940946,0.1910292091836716,0.19905220025509962,0.07338622448979493,0.023735140306119007,0.09676645408162976,-0.04624929846938741,-0.0715248405612261,0.26874451530611765,0.2173791454081595,0.27862892219387625,0.27570366709183425,0.1798154974489794,0.09429177295918123,0.47791326530611933,0.5458412946428552,0.3753583545918353,0.42605816326530466,0.3520598852040777,0.41205535714285446,0.38824974489796027,0.5381746811224453,0.1534240433673446,0.07530921556122294,0.21661977040816005,0.06283325892857228,0.13709266581632384,0.1461790816326527,0.2210436862244869,0.24719945790815956,0.13802949617346627,0.1702268494897936,0.2156590561224494,0.2449110012755078,0.03955264668367242,0.05849792729591741,0.19503338647959012,0.1692764030612235,-0.03351613520408492,-0.03753058035714396,0.07180283801020337,0.018256154336734554,-0.08349186862245261,-0.06113753188775739,-0.03215765306122442,0.061619834183671784,-0.010208195153063926,-0.015333896683676684,0.009456983418365539,0.008351945153059148,0.011783673469386358,0.041118112244895144,0.09670420918367206,-0.07581938775510366,0.0,-0.04592404336734823,0.1665066326530571,0.004568303571428345,-0.012723341836736068,0.07143702168367128,0.030667059948978448,0.054909343112242937,0.0612755420918365,0.044705994897958234,0.07506823979591637,0.012252869897958263,0.04287519132652662,0.0532598533163231,-0.05498708545918696,-0.02599840561224731,0.02771307397959255,-0.0022580357142860663,-0.06421173469387931,0.031169674744896625,0.04997563775509839,0.07585854591836494,-0.04428549107143098,0.022409247448976544,-0.02432490433673884,0.07329142219387741,0.16117971938775355,0.11631291454081527,0.04859056122448813,0.09233163265305855,0.07604671556122433,0.11063514030612254,0.08821310586734654,1.338489540816326,1.1324576530612216,0.8641105229591801,0.30080570790816097,0.5263940051020377,3.2001994897959154,1.9580603635204081,2.4231109693877535,2.2029723214285717
SNCB,0.06249400510203884,0.08750156250000174,0.004646460459184709,0.23702684948979602,0.06826077806122477,0.13429323979591778,0.0390796556122428,0.13145003188775561,0.04538271683673578,0.12503217474489858,0.3977046556122428,0.2236330357142844,0.28702343750000026,0.3255372448979621,0.1584100127551018,0.16905816326530676,0.35334371811224585,0.5413592474489786,0.2932153698979594,0.5061667410714286,0.365395025510205,0.4359139349489798,0.37057238520408475,0.5535645089285719,0.015968558673469246,0.3430193558673498,0.31137991071428317,0.15745902423469715,0.10522780612244986,0.1297704719387749,0.2415163265306095,0.2710970982142822,0.12581776147959012,0.24552292729591763,0.28271138392857154,0.2784961415816323,0.029759661989796626,0.04621744260204075,0.06421383928571522,0.08887560586734722,0.0857252551020391,0.00897174744898166,0.043467665816327994,0.0015834821428590828,-0.009036415816327192,0.014513233418366411,-0.005731887755100473,0.030925286989795353,0.04767225765305838,0.03690905612244677,0.007151498724489613,0.0570464604591816,0.08195006377551195,-0.026199872448978923,0.03742997448979679,-0.0816076849489793,-0.04592404336734823,0.0,0.25959802295918344,0.14187531887755078,0.060450860969387676,0.08235341198979462,0.041705325255103176,0.08657260841836667,0.09291068239796019,0.008356760204083713,0.011925255102042343,-0.05435261479591702,-0.06199748086734935,-0.06703156887755135,-0.04856913265306062,-0.07018357780612305,-0.016667410714283903,0.10805835459183655,-0.02105315688775633,-0.021345184948980744,0.009585778061222072,0.1842124362244899,0.11458246173469355,0.07262876275509988,0.1490742984693867,0.1167531249999989,0.15742735969387844,0.2372027423469376,0.08098507653061304,0.19716364795918295,0.12131623086734677,0.16882809311224456,0.20643105867346812,1.3055840561224503,1.2017646683673462,0.7434019132653038,0.3434658482142847,0.5875822704081646,3.07175963010204,1.8197361288265341,2.367817984693877,2.1685887117346976
GSTP1,0.3419293686224467,0.303321301020409,0.23523807397959295,0.2825575255102031,0.33449926658163065,0.21243797831632705,0.31654939413265026,0.1686994579081631,0.1168868303571422,0.11261597576530669,0.44990251913264956,0.4759949617346919,0.4598041135204074,0.5693335459183668,0.40701725127551036,0.4486450892857121,0.4653822066326523,0.18366179846938735,0.1465413584183679,0.23946460459183605,0.16337257653061243,0.10051492346938673,0.15227337372449234,0.1925545599489773,0.38765079719387785,0.15007503188775573,0.28563714923468986,0.041177200255104296,0.1368147321428541,0.11788552295918464,0.09207200255102066,0.12486527423468985,0.045007812499999744,0.012836415816327218,0.0313108099489785,0.07802056760203868,0.26826846301020346,0.2745793686224509,0.1716288903061205,0.023035969387754207,0.14492155612244773,0.2673086734693886,0.17474677933673632,0.3185766581632645,0.15196301020408143,0.09930953443877577,0.06813003826530739,0.18275440051020375,0.05589824617346828,0.11702723214285449,0.11196967474489661,0.05099276147959131,0.10629323979591909,0.22386830357142884,0.2371731505102037,0.16129330357142635,0.1665066326530571,0.25959802295918344,0.0,-0.012703380102042416,0.18557372448979592,0.06560908801020204,0.03334850127551192,0.07417515943877362,0.02095698341836716,0.08752181122449265,0.17778249362245013,0.20781712372449057,0.1358785076530573,0.18878504464285584,0.1352506058673466,0.13143928571428454,0.14684920280612523,0.1672234056122459,0.20200720663265237,0.13781205357142845,0.21873520408163039,0.15705873724489905,0.07339751275510054,0.17741568877550762,0.13889716198979407,0.10547755102040846,0.01646116071428594,0.035958418367345146,0.015584502551019952,-0.019908801020408262,0.09448753188775605,-0.05775216836734742,0.06664923469387674,1.7134584821428582,1.6746640943877562,1.175921651785714,0.8181621492346949,0.8100504464285692,3.622618431122449,2.65446055484694,2.924789285714283,2.818341262755105
CSMD1,0.2170519770408159,0.0688110969387754,0.1615841198979613,0.3180895089285727,0.288464062500001,0.16778871173469412,0.2075063775510202,0.17726425382653055,-0.056612436224487084,-0.05361766581632743,0.4058048150510203,0.42611132015306197,0.45901578443877433,0.5141952168367379,0.35104298469387807,0.2502817602040821,0.279442315051023,0.21857659438775556,0.15412334183673337,0.1881606505102038,0.1230451849489782,0.105204719387757,0.08111629464285919,0.21054591836734815,0.125029655612245,0.08587420280612434,0.11426132015306045,-0.06077519132652931,-0.04681734693877537,-0.0715496811224483,-0.03771788903061335,0.06904257015305859,0.0097632334183686,-0.07229566326530446,0.026659980867348665,0.025299426020406912,0.11173013392857278,0.0012613520408173429,0.04532649872448857,0.07587107780612534,0.08258635204081699,0.03360940688775749,0.12264595025510161,0.13390082908163414,-0.0012159438775505294,-0.026875669642857147,-0.06347235331632639,0.08419107142857207,-0.01054477040816515,-0.019032971938775844,0.021573533163264713,-0.0008518176020402279,0.05560803571428785,0.06774247448979409,0.03902700892857247,-0.04575440051020507,0.004568303571428345,0.14187531887755078,-0.012703380102042416,0.0,0.029716645408161213,-0.03950736607142957,-0.0357710778061211,-0.09858816964285566,-0.04043759566326521,-0.05216964285713921,0.010578539540818,0.000578794642857261,-0.04640044642857433,0.020260778061224727,-0.06042678571428617,-0.05477404336734715,-0.043146938775509014,-0.054796173469386034,-0.04372487244897805,-0.03967627551020492,0.0152625000000004,0.06755165816326425,-0.03465800382652873,0.045850797193878634,-0.029200542091837534,0.055579846938774935,0.009204081632653072,0.008424776785714627,-0.07505382653061154,-0.01844088010203926,-0.03995860969387799,-0.08486862244897964,-0.05275784438775588,1.716623278061224,1.6304195153061247,1.2176848852040827,0.7299128826530605,0.7495558673469382,3.4640426020408146,2.5903597257653086,3.0495072066326543,2.7555529336734708
FAM171A2,0.09727283163264921,0.09272257653061367,0.09133309948979651,0.20112911352040896,0.2769052295918364,0.2119611288265304,0.2638084821428528,0.2500272959183665,0.008889668367348946,0.08596100127550876,0.4026881696428539,0.5313399872448983,0.4912694515306111,0.5510426339285726,0.27108883928571537,0.4464573022959186,0.35938035714285554,0.2998755739795911,0.14952544642856935,0.14023463010204118,0.13081135204081562,0.3005630739795926,0.07757464923469648,0.2523777104591822,0.20196613520408135,0.13984193239796028,0.21397123724489653,0.018953475765306038,0.017105070153059287,0.0295102359693864,0.08150140306122111,0.042914987244895286,-0.06340028698979694,-0.0039841836734701985,0.05796833545918467,0.03380309311224394,0.0029463010204064943,0.03916189413265414,0.06798329081632559,0.19682630739796103,0.02578845663265028,-0.05779317602040912,0.0241261798469381,-0.06893612882653066,-0.03648571428571401,-0.017617315051021265,0.029818813775511543,0.03874161352040595,0.019938584183671892,-0.09062774234694082,0.0038912627551024315,-0.03008252551020618,-0.07023204719387799,0.001932079081630178,0.1569072385204091,0.01271332908163103,-0.012723341836736068,0.060450860969387676,0.18557372448979592,0.029716645408161213,0.0,-0.04794901147959507,0.02741227678571434,-0.059964190051022825,-0.01798861607142932,-0.05666128826530503,0.010538456632653848,-0.0021691007653057426,-0.04874521683673905,-0.036338679846938504,-0.020454368622450758,-0.060726626275512174,-0.08288858418367262,-0.025800318877552186,-0.04605401785714314,0.018771141581632733,-0.017476020408166093,0.0692225127551005,-0.008954336734692703,0.050316964285713084,-0.04929062500000292,-0.009538360969388648,0.017518686224487823,0.023251881377548855,-0.01382984693877809,0.1400362244897959,0.009604432397958718,-0.003304017857143293,-0.0047744897959205446,1.9345910076530615,1.6228372448979602,1.1582307397959184,0.6010399872448957,0.8698423469387748,3.7358572066326534,2.459671205357145,2.984353061224489,2.800961288265306
SHC1,0.16984100765306032,0.21992512755102034,0.13863252551020544,0.29679103954081754,0.29368746811224256,0.2439011798469366,0.32625322066326135,0.21587203443877634,0.08257971938775555,0.09808698979591846,0.4872969706632624,0.6354191007653043,0.5560454400510171,0.5828483099489805,0.44162576530612263,0.4985129783163238,0.23114697066326606,0.18667968749999986,0.017104559948979414,0.055898118622449644,0.03442484056122197,0.101204687500001,0.00933032525510491,0.08589901147959011,0.22896399872448825,0.09758979591836692,0.1831066007653046,-0.06072522321428586,0.03009355867346919,-0.039071588010205716,0.011580516581631173,-0.006188711734697705,-0.08722742346938972,-0.06440507015306096,-0.06149942602040959,-0.06725373086734976,0.09929885204081579,0.09728632015306005,0.08509834183673348,0.11078823341836674,0.01938632015306041,-0.007632812500000696,0.11135216836734685,0.07258204719387784,-0.026767538265307422,-0.03470226403061183,-0.017970822704080902,0.04233010204081644,-0.031885427295920366,-0.03942206632653189,-0.042263998724491714,-0.06216122448979888,0.02904550382652893,0.09171744260203951,0.09039103954081718,0.08800806760203983,0.07143702168367128,0.08235341198979462,0.06560908801020204,-0.03950736607142957,-0.04794901147959507,0.0,-0.057158609693875206,-0.08117726403061454,-0.0867188775510197,-0.13896342474489565,0.05426288265306134,0.022761575255101363,-0.037595790816329355,-0.0286767538265309,-0.04778775510204092,-0.08950532525510191,-0.11452665816326224,0.06886941964285676,0.0006407206632648155,-0.08147474489796203,-0.024178156887758817,-0.08331399872449197,-0.09902209821428798,0.009007015306121247,-0.06388026147959458,-0.03850768494898027,-0.059574075255103054,-0.058933067602042755,-0.047847608418367216,-0.006317474489796027,-0.06833832908163195,-0.057615529336736415,-0.003101626275512359,2.0959294961734685,1.8464069834183672,1.2596036033163251,0.7657050382653061,0.9171855229591834,3.9603144451530614,2.7521534438775515,3.161766549744897,3.150037276785717
CLRN2,0.21833823341836656,0.21380985331632907,0.164507876275513,0.3327976403061257,0.2907581313775509,0.30654840561224717,0.2271926339285706,0.07709113520408373,0.036498820153063605,0.12589671556122717,0.4831988839285728,0.5074366390306153,0.4524754783163285,0.5844236607142879,0.4277792410714323,0.3724664540816356,0.32723638392857346,0.2457644132653094,0.08221272321428685,0.23050471938775807,0.13013925382653113,0.14587847576530777,0.031513488520412025,0.19857748724490065,0.12139559948979795,0.1933745216836762,0.24650070153061243,-0.03283268494897307,-0.002118590561222433,-0.06755092474489643,-0.014848820153058995,0.0972585140306137,-0.029919260204078313,-0.042498469387751925,0.03692279974490198,0.07150911989796072,0.1172163903061243,0.045299170918369214,-0.01132161989795577,0.015405771683676406,0.11145698341836763,0.14234878826531094,0.06273533163265554,0.08346833545918564,0.02846093750000378,-0.013455038265304253,-0.0038064094387717518,0.0453960778061262,-0.03038195153061274,-0.019532653061224536,-0.026608960459180153,-0.03629524872448897,0.022469292091839677,0.08353185586734924,0.15504607780612467,-0.03974626913264956,0.030667059948978448,0.041705325255103176,0.03334850127551192,-0.0357710778061211,0.02741227678571434,-0.057158609693875206,0.0,-0.02073628826530438,-0.08153571428571205,-0.06650838647958857,0.05075229591836994,0.0008931760204102801,-0.0429516900510194,-0.06814827806122281,-0.029745216836731814,-0.056822161989794395,-0.029982557397955745,-0.01850679209183248,-0.014702678571426375,-0.009577519132649925,-0.02603249362244675,0.1186926020408201,-0.002888934948977351,0.010677678571429539,0.04184821428571617,0.08216766581633017,-0.016250286989794915,0.022768845663266646,-0.08332694515305938,-0.007720248724487178,0.09556358418367772,-0.03322924107142455,-0.0018872130102032258,1.8036095344387775,1.748433896683677,1.1817055165816335,0.8616038265306152,0.8538061862244923,3.7848413584183707,2.5250928571428606,3.095780963010206,2.8351735650510257
CDC5L,0.25740082908163053,0.11065526147959126,0.12170328443877487,0.3431352359693882,0.23868010204081358,0.23948287627550968,0.2558505420918351,0.2195349808673459,0.06106297831632901,0.08364681122448836,0.35133804209183594,0.5481507971938768,0.5730865114795893,0.6259143813775534,0.35876839923469284,0.414204049744896,0.2122942920918387,0.19153482142857214,0.053433131377552456,0.09456575255102173,0.06373778698979393,0.16744732142857188,-0.0034379783163256405,0.12335883290816341,0.08651600765306,0.20843711734693926,0.1920226721938736,-0.05236540178571225,-0.13367318239796155,-0.09936489158163297,-0.09759716198979618,-0.041660140306124305,-0.0995676020408176,-0.09494524872448906,-0.012948979591834942,-0.032604846938777854,0.07900867346938689,-0.025172608418365883,0.014583163265307064,0.10617617984693872,0.1443492665816315,-0.03316049107142938,0.07792761479591803,0.05699186862244865,-0.03215302933673314,-0.015309630102040117,-0.008654751275509298,0.09363836096938805,0.0291618941326508,-0.03787630739796022,0.038183322704080425,0.027976721938774318,0.05704126275510113,0.004930389030612048,0.04898054846938926,-0.007997735969389907,0.054909343112242937,0.08657260841836667,0.07417515943877362,-0.09858816964285566,-0.059964190051022825,-0.08117726403061454,-0.02073628826530438,0.0,-0.08295905612244958,-0.10170829081632426,-0.028669483418367392,-0.029784853316327187,-0.09269065688775768,-0.05190130739795862,-0.0421138711734681,-0.09955487882652925,-0.09157464923469227,-0.08165825892857193,-0.07402133290816515,-0.13111336096938864,-0.061180835459184735,0.05906457270408083,0.02762522321428662,0.09708089923469387,0.03660299744897877,0.009586511479591664,-0.03040175382653132,0.03828769132652887,-0.11299403698979482,0.04820328443877564,-0.04406600765305946,-0.03477602040816308,-0.009623054846937151,1.9496236926020423,1.8295355548469399,1.3262509247448975,0.8199398596938785,0.8577719068877556,3.7193586415816338,2.7077851403061235,3.1366951211734673,2.8818783482142862
